fund_code,fund_abbr_name,nav,add_nav,pre_nav,pre_add_nav,day_growth,day_growth_rate,handling_charge
001570,南方利安A,1.0580,1.0580,1.06,1.06,-0.0020,-0.19,0.15%
001571,嘉合磐石A,1.1280,1.1280,1.1280,1.1280,0,0.00,0.12%
001572,嘉合磐石C,1.1180,1.1180,1.1170,1.1170,0.0010,0.09,0.00%
001574,中海混改红利混合,1.0010,1.0010,0.9870,0.9870,0.0140,1.42,0.15%
001575,兴银稳健债券,1.0119,1.0119,1.0114,1.0114,0.0005,0.05,0.01%
001576,国泰智能装备股票,1.1290,1.1290,1.1290,1.1290,0,0.00,0.15%
001577,嘉实低价策略股票,1.2430,1.2430,1.2350,1.2350,0.0080,0.65,0.15%
001578,博时裕瑞纯债债券,1.0121,1.0586,1.0115,1.0580,0.0006,0.06,0.08%
001579,国泰大农业股票,1.0660,1.0660,1.0660,1.0660,0,0.00,0.15%
001581,华安沪港深通精选灵活配置混合,1.29,1.29,1.28,1.28,0.01,0.78,0.15%
001582,大成景辉灵活配置混合A,1.0790,1.0790,1.0790,1.0790,0,0.00,0.15%
001583,安信新常态股票,1.3560,1.3560,1.3640,1.3640,-0.0080,-0.59,0.15%
001586,天弘中证100指数A,1.1030,1.1030,1.0947,1.0947,0.0083,0.76,0.10%
001587,天弘中证100指数C,1.0959,1.0959,1.0877,1.0877,0.0082,0.75,0.00%
001588,天弘中证800指数A,0.9409,0.9409,0.9388,0.9388,0.0021,0.22,0.10%
001589,天弘中证800指数C,0.9352,0.9352,0.9332,0.9332,0.0020,0.21,0.00%
001590,天弘中证环保产业A,0.8104,0.8104,0.8151,0.8151,-0.0047,-0.58,0.10%
001591,天弘中证环保产业C,0.8050,0.8050,0.8096,0.8096,-0.0046,-0.57,0.00%
001592,天弘创业板A,0.6993,0.6993,0.7019,0.7019,-0.0026,-0.37,0.10%
001593,天弘创业板C,0.6935,0.6935,0.6960,0.6960,-0.0025,-0.36,0.00%
001594,天弘中证银行指数A,1.1329,1.1329,1.1301,1.1301,0.0028,0.25,0.10%
001595,天弘中证银行指数C,1.1254,1.1254,1.1226,1.1226,0.0028,0.25,0.00%
001596,信诚新泽A,1.0960,1.0960,1.0920,1.0920,0.0040,0.37,0.10%
001597,招商丰融混合A,1.2420,1.2420,1.2430,1.2430,-0.0010,-0.08,0.15%
001598,招商丰融混合C,1.2170,1.2170,1.2180,1.2180,-0.0010,-0.08,0.15%
001599,天弘中证高端装备制造A,0.9439,0.9439,0.9453,0.9453,-0.0014,-0.15,0.10%
001600,天弘中证高端装备制造C,0.9374,0.9374,0.9389,0.9389,-0.0015,-0.16,0.00%
001603,易方达安盈回报混合,1.2020,1.2020,1.1950,1.1950,0.0070,0.59,0.10%
001604,浙商汇金转型升级灵活配置混合,1.0050,1.0050,1.0090,1.0090,-0.0040,-0.40,0.15%
001605,国富沪港深成长精选股票,1.1390,1.1390,1.1290,1.1290,0.01,0.89,0.15%
001606,农银工业4.0混合,1.4197,1.4197,1.4017,1.4017,0.0180,1.28,0.15%
001607,英大策略优选A,1.1788,1.1788,1.1839,1.1839,-0.0051,-0.43,0.08%
001608,英大策略优选C,1.0186,1.0186,1.0230,1.0230,-0.0044,-0.43,0.00%
001611,天弘中证休闲娱乐指数A,0.5603,0.5603,0.5676,0.5676,-0.0073,-1.29,0.10%
001612,天弘中证休闲娱乐指数C,0.5569,0.5569,0.5642,0.5642,-0.0073,-1.29,0.00%
001613,长城久祥保本,1.0290,1.0290,1.0290,1.0290,0,0.00,0.12%
001614,东方区域发展混合,0.8453,0.8453,0.8534,0.8534,-0.0081,-0.95,0.15%
001616,嘉实环保低碳股票,1.4930,1.4930,1.4730,1.4730,0.02,1.36,0.15%
001617,天弘中证电子指数A,1.0423,1.0423,1.0372,1.0372,0.0051,0.49,0.10%
001618,天弘中证电子指数C,1.0356,1.0356,1.0305,1.0305,0.0051,0.49,0.00%
001623,兴业国企改革混合,1.2630,1.2630,1.25,1.25,0.0130,1.04,0.15%
001626,国泰央企改革股票,1.3040,1.3040,1.2970,1.2970,0.0070,0.54,0.15%
001628,招商体育文化休闲股票,0.8420,0.8420,0.8390,0.8390,0.0030,0.36,0.15%
001629,天弘中证计算机指数A,0.6957,0.6957,0.6978,0.6978,-0.0021,-0.30,0.10%
001630,天弘中证计算机指数C,0.6917,0.6917,0.6938,0.6938,-0.0021,-0.30,0.00%
001631,天弘中证食品饮料指数A,1.3959,1.3959,1.3684,1.3684,0.0275,2.01,0.10%
001632,天弘中证食品饮料指数C,1.3881,1.3881,1.3608,1.3608,0.0273,2.01,0.00%
001635,万家瑞益灵活配置混合A,1.1887,1.1887,1.1888,1.1888,-0.0001,-0.01,0.06%
001636,万家瑞益灵活配置混合C,1.1691,1.1691,1.1692,1.1692,-0.0001,-0.01,0.00%
001637,嘉实腾讯自选股大数据策略股票,1.11,1.11,1.1160,1.1160,-0.0060,-0.54,0.15%
001638,前海开源优势蓝筹股票C,1.2750,1.2750,1.2530,1.2530,0.0220,1.76,0.15%
001643,汇丰晋信智造先锋股票A,1.0256,1.0256,1.0282,1.0282,-0.0026,-0.25,0.15%
001644,汇丰晋信智造先锋股票C,1.0147,1.0147,1.0174,1.0174,-0.0027,-0.27,0.00%
001645,国泰大健康股票,1.5170,1.5170,1.52,1.52,-0.0030,-0.20,0.15%
001647,天弘聚利灵活配置混合,1.06,1.06,1.0601,1.0601,-0.0001,-0.01,0.10%
001651,工银新蓝筹股票,1.3530,1.3530,1.3460,1.3460,0.0070,0.52,0.15%
001654,国联安添鑫灵活配置混合C,1.0651,1.1151,1.0656,1.1156,-0.0005,-0.05,0.15%
001656,农银中国优势灵活配置混合,1.1233,1.1233,1.1143,1.1143,0.0090,0.81,0.15%
001657,长安鑫富领先混合,1.3620,1.3620,1.35,1.35,0.0120,0.89,0.15%
001659,富安达新动力混合,1.3087,1.3087,1.3046,1.3046,0.0041,0.31,0.15%
001662,创金沪港深精选混合,1.11,1.11,1.1130,1.1130,-0.0030,-0.27,0.15%
001663,中银互联网+股票,1.0760,1.0760,1.0620,1.0620,0.0140,1.32,0.15%
001664,平安大华鑫安混合A,1.13,1.13,1.1280,1.1280,0.0020,0.18,0.12%
001665,平安大华鑫安混合C,1.1220,1.1220,1.12,1.12,0.0020,0.18,0.00%
001667,南方转型混合,0.9160,0.9160,0.9240,0.9240,-0.0080,-0.87,0.15%
001668,汇添富全球互联混合,,,1.3660,1.3660,,,0.16%
001670,长城新策略混合A,1.0840,1.0840,1.0810,1.0810,0.0030,0.28,0.15%
001671,长城新策略混合C,1.2580,1.2580,1.1850,1.1850,0.0730,6.16,0.15%
001672,国寿安保智慧生活股票,1.3020,1.3420,1.2890,1.3290,0.0130,1.01,0.15%
001673,红塔红土优质成长A,1.0421,1.0421,1.0413,1.0413,0.0008,0.08,0.08%
001674,红塔红土优质成长C,1.0371,1.0371,1.0364,1.0364,0.0007,0.07,0.00%
001675,江信同福A,1.0092,1.0477,0.9991,1.0376,0.0101,1.01,0.05%
001676,江信同福C,0.9983,1.0318,0.9884,1.0219,0.0099,1.00,0.00%
001677,中银战略新兴产业股票,1.3030,1.3030,1.2790,1.2790,0.0240,1.88,0.15%
001679,前海开源中国稀缺资产混合A,0.8260,0.8260,0.8340,0.8340,-0.0080,-0.96,0.15%
001681,新华积极价值灵活配置混合,0.9980,0.9980,0.9910,0.9910,0.0070,0.71,0.15%
001682,新华鑫回报混合,1.0360,1.1460,1.04,1.15,-0.0040,-0.38,0.15%
001685,汇添富沪港深新价值股票,1.3060,1.3060,1.2990,1.2990,0.0070,0.54,0.15%
001686,安信新动力混合A,1.0307,1.1247,1.0292,1.1232,0.0015,0.15,0.08%
001687,安信新动力混合C,1.0301,1.1141,1.0286,1.1126,0.0015,0.15,0.00%
001691,南方香港成长(QDII),,,1.0630,1.0630,,,0.16%
001692,南方国策动力,1.0760,1.1060,1.07,1.10,0.0060,0.56,0.15%
001694,华安沪港深外延增长混合,1.5260,1.5260,1.5160,1.5160,0.01,0.66,0.15%
001695,泓德泓业混合,1.1650,1.1650,1.1630,1.1630,0.0020,0.17,0.15%
001696,南方智造股票,1.0290,1.0290,1.0190,1.0190,0.01,0.98,0.15%
001701,中融产业升级混合,1.1480,1.1480,1.14,1.14,0.0080,0.70,0.15%
001702,东方创新科技混合,0.9865,0.9865,0.9869,0.9869,-0.0004,-0.04,0.15%
001703,银华沪港深增长股票,1.3740,1.4440,1.3580,1.4280,0.0160,1.18,0.15%
001704,国投瑞银进宝灵活配置混合,1.0119,1.0369,1.0095,1.0345,0.0024,0.24,0.15%
001705,泓德战略转型股票,1.1190,1.2190,1.1230,1.2230,-0.0040,-0.36,0.15%
001706,诺安积极回报混合,1.0210,1.0210,1.02,1.02,0.0010,0.10,0.15%
001707,诺安高端制造股票,0.9750,0.9750,0.9790,0.9790,-0.0040,-0.41,0.15%
001708,东兴改革精选混合,1.0710,1.0710,1.0660,1.0660,0.0050,0.47,0.15%
001709,华富物联世界灵活配置混合,1.1120,1.1120,1.1020,1.1020,0.01,0.91,0.15%
001710,安信新趋势混合A,1.0670,1.0670,1.0670,1.0670,0,0.00,0.10%
001711,安信新趋势混合C,1.0650,1.0650,1.0650,1.0650,0,0.00,0.00%
001712,东方红优势精选混合,1.4110,1.4110,1.4050,1.4050,0.0060,0.43,1.50%
001713,华润元大中创100ETF联接,1.0280,1.0280,1.0280,1.0280,0,0.00,0.12%
001714,工银文体产业股票,1.4230,1.4230,1.4150,1.4150,0.0080,0.57,0.15%
001723,华商新动力灵活配置混合,0.7380,0.7380,0.75,0.75,-0.0120,-1.60,0.15%
001725,汇添富高端制造股票,1.3040,1.3040,1.2890,1.2890,0.0150,1.16,0.15%
001726,汇添富新兴消费股票,1.1420,1.1420,1.1240,1.1240,0.0180,1.60,0.15%
001730,兴银大健康,0.9880,0.9880,0.9840,0.9840,0.0040,0.41,0.15%
001733,泰达宏利量化股票,1.1040,1.1040,1.1060,1.1060,-0.0020,-0.18,0.12%
001734,广发百发大数据成长混合A,0.9710,0.9710,0.97,0.97,0.0010,0.10,0.12%
001735,广发百发大数据成长混合E,0.9730,0.9730,0.9710,0.9710,0.0020,0.21,0.06%
001736,圆信永丰优加生活,1.4830,1.4830,1.4690,1.4690,0.0140,0.95,0.15%
001739,中融融安二号保本,1.03,1.03,1.0290,1.0290,0.0010,0.10,0.12%
001740,光大中国制造2025混合,1.4320,1.4320,1.4480,1.4480,-0.0160,-1.11,0.15%
001743,诺安优选回报混合,1.0190,1.0190,1.0180,1.0180,0.0010,0.10,0.15%
001744,诺安进取回报混合,1.0390,1.0670,1.0380,1.0660,0.0010,0.10,0.15%
001751,华商信用增强债券A,1.06,1.06,1.0590,1.0590,0.0010,0.09,0.08%
001752,华商信用增强债券C,1.05,1.05,1.0490,1.0490,0.0010,0.10,0.00%
001753,红土创新新兴产业混合,0.9480,0.9480,0.9430,0.9430,0.0050,0.53,0.15%
001754,永赢量化灵活配置混合发起式,1.0860,1.0860,1.09,1.09,-0.0040,-0.37,0.15%
001758,嘉实研究增强混合,1.2070,1.2070,1.1980,1.1980,0.0090,0.75,0.15%
001759,嘉实成长增强混合,1.1490,1.1490,1.1410,1.1410,0.0080,0.70,0.15%
001763,广发多策略混合,0.9630,0.9630,0.9660,0.9660,-0.0030,-0.31,0.15%
001764,广发沪港深新机遇股票,1.1580,1.2950,1.1470,1.2840,0.0110,0.96,0.15%
001765,前海开源嘉鑫混合A,1.1010,1.1010,1.1010,1.1010,0,0.00,0.15%
001766,上投摩根医疗健康股票,0.8380,0.8380,0.8370,0.8370,0.0010,0.12,0.15%
001770,前海开源嘉鑫混合C,1.0980,1.0980,1.0980,1.0980,0,0.00,0.00%
001771,南方量化混合,0.9990,0.9990,1,1,-0.0010,-0.10,0.15%
001775,鹏华弘泰C,1.0949,1.0949,1.0953,1.0953,-0.0004,-0.04,0.15%
001777,德邦多元回报灵活配置混合A,1.1164,1.3864,1.1031,1.3731,0.0133,1.21,0.15%
001778,德邦多元回报灵活配置混合C,1.0395,1.1395,1.0272,1.1272,0.0123,1.20,0.00%
001779,中融稳健添利债券,0.9230,0.9230,0.9230,0.9230,0,0.00,0.08%
001780,诺安改革趋势灵活配置混合,0.9910,0.9910,0.9840,0.9840,0.0070,0.71,0.15%
001781,建信现代服务业股票,1.1920,1.1920,1.1790,1.1790,0.0130,1.10,0.15%
001786,国泰信益灵活配置混合,1.2066,1.2066,1.2030,1.2030,0.0036,0.30,0.15%
001790,国泰智能汽车股票,0.9920,0.9920,0.9980,0.9980,-0.0060,-0.60,0.15%
001791,大成绝对收益策略混合A,0.9540,0.9540,0.9550,0.9550,-0.0010,-0.10,0.15%
001792,大成绝对收益策略混合C,0.9340,0.9340,0.9350,0.9350,-0.0010,-0.11,0.00%
001794,兴银朝阳债券,1.03,1.0370,1.0290,1.0360,0.0010,0.10,0.01%
001795,上投摩根文体休闲灵活配置混合,1.1370,1.1370,1.1240,1.1240,0.0130,1.16,0.15%
001797,华融新利灵活配置混合,1.0390,1.0390,1.0380,1.0380,0.0010,0.10,0.12%
001798,泰康新回报灵活配置混合A,1.0493,1.0493,1.0492,1.0492,0.0001,0.01,0.12%
001800,华安新乐享保本混合,1.0860,1.0860,1.0860,1.0860,0,0.00,0.13%
001801,汇添富达欣混合A,1.0710,1.0710,1.0680,1.0680,0.0030,0.28,0.15%
001808,银华互联网主题灵活配置混合,0.9210,0.9210,0.9140,0.9140,0.0070,0.77,0.15%
001809,中信建投智信物联网A,1.1573,1.1573,1.1567,1.1567,0.0006,0.05,0.15%
001810,中欧潜力价值灵活配置混合,1.4240,1.4240,1.4230,1.4230,0.0010,0.07,0.15%
001811,中欧明睿新常态混合,1.2020,1.2720,1.2040,1.2740,-0.0020,-0.17,0.15%
001813,国泰福益灵活配置混合,1.0690,1.0690,1.0660,1.0660,0.0030,0.28,0.15%
001815,华泰柏瑞激励动力混合A,1.2380,1.2380,1.2240,1.2240,0.0140,1.14,0.15%
001816,汇添富新睿精选混合A,1.06,1.06,1.0580,1.0580,0.0020,0.19,0.15%
001822,华商智能生活灵活配置混合,0.8170,0.8170,0.8340,0.8340,-0.0170,-2.04,0.15%
001823,光大鼎鑫混合C,1.0750,1.0750,1.0760,1.0760,-0.0010,-0.09,0.00%
001824,博时沪港深成长企业,1.1430,1.1430,1.1350,1.1350,0.0080,0.70,0.15%
001825,建信中国制造2025,1.0066,1.0066,1.0130,1.0130,-0.0064,-0.63,0.15%
001827,富国研究优选沪港深混合,1.3070,1.3070,1.3180,1.3180,-0.0110,-0.83,0.15%
001829,北信瑞丰中国智造主题,1.0070,1.0070,1.0130,1.0130,-0.0060,-0.59,0.15%
001830,融通跨界成长灵活配置混合,1.1780,1.1780,1.1640,1.1640,0.0140,1.20,0.15%
001837,前海开源沪港深蓝筹精选混合,1.5080,1.5080,1.4940,1.4940,0.0140,0.94,0.15%
001838,国投瑞银国家安全混合,0.7790,0.7790,0.8020,0.8020,-0.0230,-2.87,0.15%
001840,招商丰享混合C,1.03,1.2850,1.03,1.2850,0,0.00,0.15%
001841,招商丰享混合A,1.03,1.21,1.03,1.21,0,0.00,0.15%
001845,国寿安保稳恒混合A,1.0720,1.0720,1.0710,1.0710,0.0010,0.09,0.08%
001849,前海开源强势共识100强股票,1.0070,1.0070,1.0050,1.0050,0.0020,0.20,0.15%
001851,中融强国制造混合,1.0390,1.0390,1.0370,1.0370,0.0020,0.19,0.15%
001852,融通中国风1号灵活配置混合,1.26,1.29,1.2640,1.2940,-0.0040,-0.32,0.15%
001858,建信鑫利灵活配置混合,1.0311,1.0311,1.0297,1.0297,0.0014,0.14,0.15%
001861,富安达健康人生混合,1.1005,1.1005,1.0928,1.0928,0.0077,0.70,0.15%
001862,东方红收益增强债券A,1,1.08,1.0010,1.0810,-0.0010,-0.10,0.80%
001863,东方红收益增强债券C,0.9920,1.0720,0.9930,1.0730,-0.0010,-0.10,0.00%
001864,中海魅力长三角混合,1.2940,1.2940,1.2770,1.2770,0.0170,1.33,0.15%
001865,前海开源事件驱动混合C,1.2890,1.2890,1.2540,1.2540,0.0350,2.79,0.15%
001866,北信瑞丰新成长,1.1070,1.1070,1.1030,1.1030,0.0040,0.36,0.08%
001869,招商制造业混合A,1.1950,1.3150,1.1850,1.3050,0.01,0.84,0.15%
001874,前海开源沪港深价值精选混合,1.0720,1.1920,1.07,1.19,0.0020,0.19,0.15%
001875,前海开源沪港深优势精选混合,1.41,1.41,1.3920,1.3920,0.0180,1.29,0.15%
001877,宝盈国家安全沪港深股票,0.9320,0.9320,0.94,0.94,-0.0080,-0.85,0.15%
001878,嘉实沪港深精选股票,1.7160,1.7160,1.6930,1.6930,0.0230,1.36,0.15%
001879,长城创新动力灵活配置混合,1.0650,1.0650,1.0450,1.0450,0.02,1.91,0.15%
001880,长城中国智造灵活配置混合,1.0130,1.0130,1.0120,1.0120,0.0010,0.10,0.15%
001892,长盛新兴成长混合,1.1350,1.1350,1.1140,1.1140,0.0210,1.89,0.15%
001897,九泰久盛量化先锋混合A,1.1760,1.1760,1.17,1.17,0.0060,0.51,0.15%
001899,东海社会安全,0.8050,0.8050,0.81,0.81,-0.0050,-0.62,0.12%
001901,前海开源沪港深隆鑫混合A,1.0920,1.0920,1.0890,1.0890,0.0030,0.28,0.15%
001902,前海开源沪港深隆鑫混合C,1.0950,1.0950,1.0930,1.0930,0.0020,0.18,0.00%
001903,光大欣鑫混合A,1.5930,1.6570,1.5870,1.6510,0.0060,0.38,0.08%
001904,光大欣鑫混合C,1.1220,1.1350,1.1180,1.1310,0.0040,0.36,0.00%
001905,华安安益保本混合,1.0210,1.0210,1.0210,1.0210,0,0.00,0.13%
001907,国投瑞银境煊灵活配置混合A,1.0772,1.0772,1.0772,1.0772,0,0.00,0.15%
001908,国投瑞银境煊灵活配置混合C,1.0620,1.0620,1.0621,1.0621,-0.0001,-0.01,0.00%
001910,泰康新机遇混合,1.1195,1.2430,1.1184,1.2419,0.0011,0.10,0.15%
001911,博时裕恒纯债债券,1.0391,1.0641,1.0385,1.0635,0.0006,0.06,0.08%
001914,中信建投聚利混合,1.0110,1.0550,1.0108,1.0548,0.0002,0.02,0.12%
001915,宝盈医疗健康沪港深股票,0.9430,0.9430,0.9360,0.9360,0.0070,0.75,0.15%
001917,招商量化精选股票,1.0140,1.0840,1.02,1.09,-0.0060,-0.59,0.15%
001918,圆信永丰兴利A,1.0060,1.0210,1.0060,1.0210,0,0.00,0.08%
001919,圆信永丰兴利C,1.0020,1.0150,1.0020,1.0150,0,0.00,0.00%
001922,国泰新目标收益保本混合,1.0250,1.0250,1.0240,1.0240,0.0010,0.10,0.15%
001923,国泰添益灵活配置混合,1.10,1.10,1.0980,1.0980,0.0020,0.18,0.15%
001924,华夏国企改革混合,0.9770,0.9770,0.9740,0.9740,0.0030,0.31,0.15%
001927,华夏消费升级灵活配置混合A,1.5170,1.5170,1.5010,1.5010,0.0160,1.07,0.15%
001928,华夏消费升级灵活配置混合C,1.5040,1.5040,1.4870,1.4870,0.0170,1.14,0.00%
001932,国寿安保保本混合,1.0280,1.0280,1.0280,1.0280,0,0.00,0.12%
001933,华商新兴活力混合,1.0710,1.0710,1.0660,1.0660,0.0050,0.47,0.15%
001938,中欧时代先锋股票A,1.2422,1.6582,1.3031,1.6591,-0.0009,-0.07,0.15%
001939,光大睿鑫混合A,1.3860,1.3860,1.38,1.38,0.0060,0.43,0.15%
001940,农银现代农业加,1.2407,1.2407,1.2367,1.2367,0.0040,0.32,0.15%
001942,前海开源沪港深汇鑫混合A,1.1420,1.1420,1.1420,1.1420,0,0.00,0.15%
001943,前海开源沪港深汇鑫混合C,1.13,1.13,1.1290,1.1290,0.0010,0.09,0.00%
001945,东方红信用债债券A,1.0160,1.0560,1.0170,1.0570,-0.0010,-0.10,0.80%
001946,东方红信用债债券C,1.0070,1.0470,1.0080,1.0480,-0.0010,-0.10,0.00%
001947,上投摩根安鑫回报A,1.0280,1.0410,1.0270,1.04,0.0010,0.10,0.10%
001948,建信稳定丰利债券A,1.04,1.04,1.04,1.04,0,0.00,0.08%
001949,建信稳定丰利债券C,1.0320,1.0320,1.0310,1.0310,0.0010,0.10,0.00%
001951,金鹰改革红利混合,1.1430,1.1430,1.1440,1.1440,-0.0010,-0.09,0.15%
001954,银华生态环保主题灵活配置混合,1.04,1.04,1.0430,1.0430,-0.0030,-0.29,0.15%
001955,中欧养老产业混合,1.2060,1.2060,1.2010,1.2010,0.0050,0.42,0.15%
001956,国联安科技动力,1.1590,1.1590,1.1465,1.1465,0.0125,1.09,0.15%
001959,华商乐享互联灵活配置混合,0.8190,0.8190,0.8090,0.8090,0.01,1.24,0.15%
001960,兴银瑞益,1.0160,1.0260,1.0160,1.0260,0,0.00,0.01%
001963,中欧天禧债券,1.0410,1.0410,1.04,1.04,0.0010,0.10,0.08%
001965,圆信永丰兴源灵活配置混合A,1.0530,1.0530,1.0450,1.0450,0.0080,0.77,0.15%
001966,圆信永丰兴源灵活配置混合C,1.0510,1.0510,1.0440,1.0440,0.0070,0.67,0.00%
001967,华宝转型升级混合,1.1190,1.1190,1.1130,1.1130,0.0060,0.54,0.15%
001970,泰信鑫选灵活配置混合A,0.9670,0.9670,0.9730,0.9730,-0.0060,-0.62,0.15%
001972,前海开源沪港深智慧生活混合,1.4090,1.4090,1.3980,1.3980,0.0110,0.79,0.15%
001974,景顺长城量化新动力股票,1.4240,1.4240,1.4240,1.4240,0,0.00,0.15%
001975,景顺长城环保优势股票,1.58,1.58,1.5750,1.5750,0.0050,0.32,0.15%
001978,泰信互联网+混合,1.0030,1.0030,1.0010,1.0010,0.0020,0.20,0.15%
001979,南方沪港深价值,1.0140,1.0140,1.0070,1.0070,0.0070,0.70,0.15%
001983,中邮低碳配置混合,0.7570,0.7570,0.7640,0.7640,-0.0070,-0.92,0.15%
001984,上投摩根智慧生活混合,1.1720,1.1720,1.1610,1.1610,0.0110,0.95,0.15%
001985,富国低碳新经济混合,1.3880,1.3880,1.3890,1.3890,-0.0010,-0.07,0.15%
001986,前海开源人工智能主题混合,1.3750,1.3750,1.3670,1.3670,0.0080,0.59,0.15%
001988,南方纯元A,1.0050,1.0170,1.0050,1.0170,0,0.00,0.08%
001989,南方纯元C,1.0040,1.0150,1.0030,1.0140,0.0010,0.10,0.00%
001990,中欧数据挖掘混合A,0.9930,1.0810,0.9928,1.0808,0.0002,0.02,0.15%
001993,博时裕泰纯债债券,0.9979,1.0747,0.9972,1.0740,0.0007,0.07,0.08%
002001,华夏回报混合A,1.4250,4.3640,1.4190,4.3580,0.0060,0.42,0.15%
002008,博时裕晟纯债债券,1.0079,1.0457,1.0079,1.0457,0,0.00,0.08%
002011,华夏红利,2.4020,4.8750,2.3990,4.8720,0.0030,0.13,0.15%
002015,南方荣光A,1.0750,1.0750,1.0750,1.0750,0,0.00,0.15%
002017,招商瑞丰灵活配置混合发起式C,1.3610,1.5050,1.3620,1.5060,-0.0010,-0.07,0.00%
002018,鹏华弘安混合A,1.0559,1.0772,1.0552,1.0765,0.0007,0.07,0.15%
002019,鹏华弘安混合C,1.0181,1.0706,1.0175,1.07,0.0006,0.06,0.15%
002020,国都创新驱动,1.12,1.16,1.1210,1.1610,-0.0010,-0.09,0.15%
002021,华夏回报二号混合,1.2270,3.2570,1.2220,3.2520,0.0050,0.41,0.20%
002023,红塔红土稳健回报A,1.1396,1.1396,1.1359,1.1359,0.0037,0.33,0.10%
002024,红塔红土稳健回报C,1.1221,1.1221,1.1185,1.1185,0.0036,0.32,0.00%
002028,九泰天宝灵活配置混合C,1.3550,1.3550,1.3610,1.3610,-0.0060,-0.44,0.00%
002031,华夏策略精选,3.4330,4.0330,3.4180,4.0180,0.0150,0.44,0.15%
002041,国投瑞银新成长混合A,1.1910,1.1950,1.1910,1.1950,0,0.00,0.06%
002042,国投瑞银新成长混合C,1.1740,1.1780,1.1750,1.1790,-0.0010,-0.09,0.06%
002043,天治研究驱动混合C,1.1250,1.1250,1.1240,1.1240,0.0010,0.09,0.10%
002049,融通新机遇灵活配置混合,1.0180,1.0490,1.0180,1.0490,0,0.00,0.15%
002054,中银新财富混合A,1.0340,1.1020,1.0310,1.0990,0.0030,0.29,0.10%
002056,中银新财富混合C,1.0280,1.0960,1.0260,1.0940,0.0020,0.19,0.00%
002057,中银新机遇混合A,1.0360,1.1270,1.0350,1.1260,0.0010,0.10,0.10%
002058,中银新机遇混合C,1.0330,1.1240,1.0320,1.1230,0.0010,0.10,0.00%
002064,华富产业升级灵活配置混合,1.1060,1.1060,1.0990,1.0990,0.0070,0.64,0.15%
002065,景顺长城景盛双息收益债券A,1.0630,1.0630,1.0620,1.0620,0.0010,0.09,0.08%
002066,景顺长城景盛双息收益债券C,1.0560,1.0560,1.0540,1.0540,0.0020,0.19,0.00%
002071,长安产业精选混合C,1.1677,1.2177,1.1691,1.2191,-0.0014,-0.12,0.00%
002072,长安鑫利优选混合C,1.5668,1.5668,1.5553,1.5553,0.0115,0.74,0.00%
002073,圆信永丰兴融A,0.9990,1.0410,0.9980,1.04,0.0010,0.10,0.08%
002074,圆信永丰兴融C,0.9990,1.0370,0.9980,1.0360,0.0010,0.10,0.00%
002075,光大睿鑫混合C,1.0840,1.0840,1.08,1.08,0.0040,0.37,0.00%
002076,浙商聚潮灵活配置,1.0798,1.0798,1.0794,1.0794,0.0004,0.04,0.15%
002079,前海开源中国稀缺资产混合C,0.8660,0.8660,0.8750,0.8750,-0.0090,-1.03,0.15%
002080,前海开源一带一路混合C,0.9580,0.9580,0.9520,0.9520,0.0060,0.63,0.15%
002081,大成景沛灵活配置混合A,1.0790,1.0790,1.0790,1.0790,0,0.00,0.15%
002083,新华鑫动力灵活配置混合A,1.0190,1.0190,1.0290,1.0290,-0.01,-0.97,0.10%
002084,新华鑫动力灵活配置混合C,1.0160,1.0160,1.0270,1.0270,-0.0110,-1.07,0.10%
002085,长盛互联网+混合,1.1430,1.1430,1.1220,1.1220,0.0210,1.87,0.15%
002087,国富新机遇混合A,1.0340,1.0720,1.0340,1.0720,0,0.00,0.10%
002088,国富新机遇混合C,1.0340,1.0660,1.0330,1.0650,0.0010,0.10,1.00%
002089,长盛盛鑫混合A,1.08,1.08,1.08,1.08,0,0.00,0.15%
002090,长盛盛鑫混合C,1.1540,1.1540,1.1550,1.1550,-0.0010,-0.09,0.15%
002092,国富新增长混合A,1.0656,1.1199,1.0653,1.1196,0.0003,0.03,0.10%
002093,国富新增长混合C,1.0564,1.1105,1.0561,1.1102,0.0003,0.03,0.00%
002095,博时新收益A,1.0462,1.0804,1.0450,1.0792,0.0012,0.11,0.08%
002096,博时新收益C,1.0440,1.0793,1.0428,1.0781,0.0012,0.12,0.08%
002097,国富新价值混合A,1.1696,1.1696,1.1675,1.1675,0.0021,0.18,0.10%
002098,国富新价值混合C,1.1604,1.1604,1.1584,1.1584,0.0020,0.17,0.00%
002099,国富新活力混合A,1.0588,1.0588,1.0585,1.0585,0.0003,0.03,0.10%
002100,国富新活力混合C,1.0293,1.0293,1.0290,1.0290,0.0003,0.03,0.00%
002101,创金合信鑫优选混合A,1.1340,1.1340,1.1390,1.1390,-0.0050,-0.44,0.12%
002102,创金合信鑫优选混合C,1.0460,1.0460,1.0510,1.0510,-0.0050,-0.48,0.00%
002103,招商康泰养老混合,1.0120,1.0120,1.0120,1.0120,0,0.00,0.15%
002104,博时新价值A,1.0090,1.0193,1.0067,1.0170,0.0023,0.23,0.08%
002105,博时新价值C,1.0081,1.0159,1.0059,1.0137,0.0022,0.22,0.08%
002106,德邦福鑫灵活配置混合C,1.1379,1.1379,1.1363,1.1363,0.0016,0.14,0.00%
002110,中海中鑫灵活配置混合,1.1190,1.1190,1.12,1.12,-0.0010,-0.09,0.08%
